#tag,sec
_ignored,1.52138
lbm2euler,0.00114202
load_obs,0.107398
mpi_barrier,0.00730205
mpi_xk,0.00436115
mpi_xsol,0.00780511
mpi_yk,0.0028739
pack_xk,0.0222445
pack_yk,0.00421262
set_yo,0.0111716
solve,0.0670462
solve_comm_ovlp,0.0325637
update_xk,0.00253749
