#tag,sec
_ignored,2.00135
lbm2euler,0.00119948
load_obs,0.260509
mpi_barrier,0.154739
mpi_xk,0.0161946
mpi_xsol,0.193951
mpi_yk,0.0744166
pack_xk,0.0222747
pack_yk,0.00448298
set_yo,0.0181563
solve,0.117387
solve_comm_ovlp,0.818357
update_xk,0.00288343
