#tag,sec
_ignored,2.00453
lbm2euler,0.00120258
load_obs,0.256688
mpi_barrier,0.151657
mpi_xk,0.0163112
mpi_xsol,0.190737
mpi_yk,0.0731015
pack_xk,0.0274751
pack_yk,0.00455642
set_yo,0.0175865
solve,0.117818
solve_comm_ovlp,0.821366
update_xk,0.0028491
